B$5476;-0.00;0.01;1.02;0.00;0.00;0.00;6.22;1.95;-3.48;0.00;0.00;0.00;-5.59;52.47;-0.87;0.00;0.00;0.00;97935.04;23.56;0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$5576;0.00;0.01;1.02;0.00;0.00;0.00;-0.55;0.06;1.34;0.00;0.00;0.00;-5.41;49.75;0.00;0.00;0.00;0.00;97933.45;23.56;0.03;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$5676;-0.00;0.01;1.02;0.00;0.00;0.00;6.22;-2.13;-7.74;0.00;0.00;0.00;-6.13;50.84;-0.35;0.00;0.00;0.00;97935.57;23.56;0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$5776;-0.00;0.02;1.01;0.00;0.00;0.00;3.90;-3.78;7.80;0.00;0.00;0.00;-6.49;48.30;2.09;0.00;0.00;0.00;97935.75;23.56;0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$5876;0.00;0.02;1.01;0.00;0.00;0.00;2.74;-1.16;1.34;0.00;0.00;0.00;-5.77;48.66;1.04;0.00;0.00;0.00;97937.53;23.56;0.00;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$5976;0.00;0.02;1.02;0.00;0.00;0.00;1.95;3.17;-3.48;0.00;0.00;0.00;-7.04;51.02;0.87;0.00;0.00;0.00;97937.00;23.56;0.00;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$6076;-0.00;0.02;1.02;0.00;0.00;0.00;-1.16;1.52;-12.20;0.00;0.00;0.00;-7.04;50.29;0.87;0.00;0.00;0.00;97936.46;23.56;0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$6176;-0.00;0.02;1.02;0.00;0.00;0.00;0.00;0.91;4.21;0.00;0.00;0.00;-6.31;51.02;1.91;0.00;0.00;0.00;97935.41;23.56;0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$6276;-0.00;0.02;1.02;0.00;0.00;0.00;1.95;6.22;0.85;0.00;0.00;0.00;-5.77;50.11;0.00;0.00;0.00;0.00;97938.60;23.56;-0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$6376;0.00;0.01;1.02;0.00;0.00;0.00;0.98;8.05;0.85;0.00;0.00;0.00;-5.23;50.66;0.87;0.00;0.00;0.00;97933.97;23.56;0.03;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$6476;0.00;0.01;1.01;0.00;0.00;0.00;-0.37;-5.37;0.49;0.00;0.00;0.00;-7.76;50.66;0.52;0.00;0.00;0.00;97937.53;23.56;0.00;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$6576;-0.00;0.02;1.02;0.00;0.00;0.00;-4.09;2.74;8.66;0.00;0.00;0.00;-7.22;51.93;1.39;0.00;0.00;0.00;97934.71;23.56;0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$6676;-0.01;0.02;1.03;0.00;0.00;0.00;4.88;9.27;-2.56;0.00;0.00;0.00;-5.77;51.20;1.04;0.00;0.00;0.00;97936.46;23.56;0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$6776;0.00;0.01;1.02;0.00;0.00;0.00;0.00;-1.34;7.80;0.00;0.00;0.00;-7.04;52.11;1.22;0.00;0.00;0.00;97937.35;23.56;0.00;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$6876;0.00;0.01;1.02;0.00;0.00;0.00;2.13;-6.83;1.52;0.00;0.00;0.00;-6.49;52.29;-0.70;0.00;0.00;0.00;97935.77;23.56;0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$6976;0.00;0.01;1.02;0.00;0.00;0.00;-1.89;-1.16;1.34;0.00;0.00;0.00;-6.49;51.20;1.39;0.00;0.00;0.00;97939.33;23.56;-0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$7076;0.00;0.02;1.02;0.00;0.00;0.00;3.54;1.28;-4.33;0.00;0.00;0.00;-5.95;49.20;1.22;0.00;0.00;0.00;97937.23;23.57;0.00;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$7176;-0.00;0.01;1.02;0.00;0.00;0.00;2.74;12.56;11.71;0.00;0.00;0.00;-7.04;51.38;0.87;0.00;0.00;0.00;97937.94;23.57;-0.00;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$7276;0.00;0.02;1.02;0.00;0.00;0.00;3.72;-0.30;-0.61;0.00;0.00;0.00;-7.04;50.29;0.52;0.00;0.00;0.00;97936.88;23.57;0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$7376;0.00;0.01;1.02;0.00;0.00;0.00;5.06;2.13;3.17;0.00;0.00;0.00;-7.76;51.38;0.52;0.00;0.00;0.00;97936.17;23.57;0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$7476;-0.00;0.01;1.02;0.00;0.00;0.00;-2.68;2.74;-5.61;0.00;0.00;0.00;-5.77;50.84;1.39;0.00;0.00;0.00;97933.69;23.57;0.03;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$7576;-0.00;0.03;1.02;0.00;0.00;0.00;-1.52;1.34;10.12;0.00;0.00;0.00;-7.04;50.66;0.87;0.00;0.00;0.00;97935.81;23.57;0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$7676;-0.01;0.03;1.02;0.00;0.00;0.00;3.35;1.16;-9.51;0.00;0.00;0.00;-7.40;51.38;1.91;0.00;0.00;0.00;97939.19;23.57;-0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$7776;-0.00;0.02;1.02;0.00;0.00;0.00;-4.27;7.80;1.71;0.00;0.00;0.00;-6.13;50.84;1.74;0.00;0.00;0.00;97939.38;23.57;-0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$7876;0.00;0.02;1.02;0.00;0.00;0.00;-0.55;3.11;1.04;0.00;0.00;0.00;-5.95;51.75;0.87;0.00;0.00;0.00;97933.67;23.57;0.03;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$7976;-0.00;0.02;1.02;0.00;0.00;0.00;-2.32;12.93;6.52;0.00;0.00;0.00;-7.40;50.66;1.57;0.00;0.00;0.00;97934.39;23.57;0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$8076;-0.00;0.02;1.02;0.00;0.00;0.00;0.61;-2.38;-1.83;0.00;0.00;0.00;-6.13;50.48;1.04;0.00;0.00;0.00;97935.10;23.57;0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$8176;-0.01;0.01;1.02;0.00;0.00;0.00;0.43;-0.91;-1.83;0.00;0.00;0.00;-7.22;50.84;0.70;0.00;0.00;0.00;97934.39;23.57;0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$8276;-0.01;0.02;1.03;0.00;0.00;0.00;0.24;3.54;-3.11;0.00;0.00;0.00;-9.02;51.20;0.00;0.00;0.00;0.00;97933.86;23.57;0.03;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$8376;0.00;0.01;1.01;0.00;0.00;0.00;0.24;3.54;6.71;0.00;0.00;0.00;-7.22;53.02;1.04;0.00;0.00;0.00;97934.21;23.57;0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$8476;0.00;0.02;1.02;0.00;0.00;0.00;-0.73;3.17;6.34;0.00;0.00;0.00;-7.22;51.20;0.00;0.00;0.00;0.00;97933.86;23.57;0.03;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$8576;-0.00;0.02;1.02;0.00;0.00;0.00;-1.89;5.98;0.67;0.00;0.00;0.00;-7.40;50.66;0.87;0.00;0.00;0.00;97934.22;23.58;0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$8676;0.00;0.01;1.01;0.00;0.00;0.00;-0.37;8.66;0.12;0.00;0.00;0.00;-6.67;51.02;2.26;0.00;0.00;0.00;97938.66;23.57;-0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$8776;0.00;0.02;1.02;0.00;0.00;0.00;1.22;-9.88;9.39;0.00;0.00;0.00;-6.67;50.29;0.52;0.00;0.00;0.00;97938.13;23.57;-0.00;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$8876;-0.00;0.02;1.02;0.00;0.00;0.00;-0.18;2.13;-5.91;0.00;0.00;0.00;-6.49;50.48;-1.04;0.00;0.00;0.00;97935.82;23.57;0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$8976;-0.00;0.02;1.02;0.00;0.00;0.00;-0.37;4.76;-6.46;0.00;0.00;0.00;-7.58;50.84;1.39;0.00;0.00;0.00;97938.84;23.57;-0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$9076;-0.00;0.02;1.01;0.00;0.00;0.00;-3.48;12.13;-0.98;0.00;0.00;0.00;-5.05;49.75;1.39;0.00;0.00;0.00;97935.30;23.58;0.02;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
$9176;0.00;0.02;1.02;0.00;0.00;0.00;1.40;-6.83;-1.83;0.00;0.00;0.00;-6.31;51.75;1.57;0.00;0.00;0.00;97935.82;23.57;0.01;0.00;E;0.00;N;0.00;0.00;0.00;0.00;0.00;0;0;0;0.00;0;0;0*
