11:58:24.509 -> $53900;-0.00;-0.01;1.01;-0.00;-0.01;1.01;1.59;-2.87;-0.24;-0.55;0.30;8.29;18.22;55.01;15.13;18.22;55.01;15.13;101528.52;21.62;0.04;0.00;0.00;0.00;0.0000000000;0.0000000000;0.0000000000;0;0;0;0.00;0;0;0*
11:58:24.603 -> $54000;0.00;-0.01;1.02;-0.00;-0.01;1.01;0.43;8.72;-2.74;-3.29;1.83;-10.73;19.48;53.38;14.61;19.48;53.38;14.61;101526.21;21.62;0.05;0.00;0.00;0.00;0.0000000000;0.0000000000;0.0000000000;0;0;0;0.00;0;0;0*
11:58:24.696 -> $54100;-0.00;-0.01;1.02;-0.00;-0.01;1.02;1.59;-6.95;1.71;-0.18;5.67;-6.28;18.40;53.74;16.35;18.40;53.74;16.35;101533.14;21.62;0.01;0.00;0.00;0.00;0.0000000000;0.0000000000;0.0000000000;0;0;0;0.00;0;0;0*
11:58:24.790 -> $54200;-0.01;-0.01;1.02;-0.00;-0.02;1.02;3.35;-2.93;13.84;0.43;2.56;-0.43;17.32;54.47;16.70;17.32;54.47;16.70;101529.59;21.62;0.03;0.00;0.00;0.00;0.0000000000;0.0000000000;0.0000000000;0;0;0;0.00;0;0;0*
11:58:24.883 -> $54300;0.00;-0.01;1.02;-0.01;-0.01;1.02;-0.98;-1.10;7.07;0.24;2.20;7.62;18.94;53.93;15.13;18.76;53.02;14.96;101530.59;21.62;0.02;0.00;0.00;0.00;0.0000000000;0.0000000000;0.0000000000;0;0;0;0.00;0;0;0*
11:58:24.977 -> $54400;-0.01;-0.01;1.02;-0.00;-0.01;1.02;2.56;5.67;-1.65;-2.32;1.95;2.99;18.76;53.02;16.70;17.32;55.20;16.35;101530.09;21.62;0.03;0.00;0.00;0.00;0.0000000000;0.0000000000;0.0000000000;0;0;0;0.00;0;0;0*
11:58:25.070 -> $54500;-0.00;-0.01;1.02;-0.00;-0.01;1.01;-4.09;15.24;-1.28;-2.32;1.59;-0.61;20.02;54.65;15.83;20.02;54.65;15.83;101534.17;21.62;0.00;0.00;0.00;0.00;0.0000000000;0.0000000000;0.0000000000;0;0;0;0.00;0;0;0*
11:58:25.210 -> $54600;-0.00;-0.01;1.02;-0.00;-0.01;1.01;2.74;2.38;10.12;-3.29;17.68;0.67;19.30;53.56;14.79;19.30;53.56;14.79;101529.60;21.62;0.03;0.00;0.00;0.00;0.0000000000;0.0000000000;0.0000000000;0;0;0;0.00;0;0;0*
11:58:25.304 -> $54700;-0.01;-0.01;1.02;-0.00;-0.01;1.02;-0.18;-0.85;11.34;-1.89;15.00;5.12;20.02;52.47;16.87;20.02;52.47;16.87;101531.72;21.62;0.02;0.00;0.00;0.00;0.0000000000;0.0000000000;0.0000000000;0;0;0;0.00;0;0;0*
11:58:25.397 -> $54800;-0.00;-0.01;1.01;-0.00;-0.01;1.02;0.79;5.06;-0.43;-1.52;3.23;-4.70;19.48;53.02;16.70;19.48;53.02;16.70;101528.53;21.62;0.04;0.00;0.00;0.00;0.0000000000;0.0000000000;0.0000000000;0;0;0;0.00;0;0;0*
